icao,iata,name,city,country,lat,lon
EGLL,LHR,London Heathrow Airport,London,GB,51.470748,-0.459909
KLAX,LAX,Los Angeles International Airport,Los Angeles,US,33.942501,-118.407997
KORD,ORD,Chicago O'Hare International Airport,Chicago,US,41.9786,-87.9048
KJFK,JFK,John F. Kennedy International Airport,New York,US,40.639447,-73.779317
KATL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,US,33.6367,-84.428101
LFPG,CDG,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",FR,49.00896,2.554117
KSFO,SFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389
EDDF,FRA,Frankfurt Main Airport,Frankfurt am Main,DE,50.026706,8.55835
KDFW,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,32.896801,-97.038002
KEWR,EWR,Newark Liberty International Airport,Newark,US,40.6894,-74.170545
KLAS,LAS,Harry Reid International Airport,Las Vegas,US,36.083361,-115.151817
KMCO,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899810791016
KDEN,DEN,Denver International Airport,Denver,US,39.860027,-104.673792
KMIA,MIA,Miami International Airport,Miami,US,25.796011,-80.289751
KIAD,IAD,Washington Dulles International Airport,Dulles,US,38.9445,-77.455803
KLGA,LGA,LaGuardia Airport,New York,US,40.777199,-73.872597
KBOS,BOS,Boston Logan International Airport,Boston,US,42.36197,-71.0079
KSEA,SEA,Seattle–Tacoma International Airport,Seattle,US,47.447943,-122.310276
KPHX,PHX,Phoenix Sky Harbor International Airport,Phoenix,US,33.435302,-112.005905
KPHL,PHL,Philadelphia International Airport,Philadelphia,US,39.871899,-75.241096
KCLT,CLT,Charlotte Douglas International Airport,Charlotte,US,35.2140007019043,-80.94309997558594
EGKK,LGW,London Gatwick Airport,London,GB,51.148744,-0.185739
KIAH,IAH,George Bush Intercontinental Airport,Houston,US,29.9844,-95.3414
KDCA,DCA,Ronald Reagan Washington National Airport,Washington,US,38.8521,-77.037697
KDTW,DTW,Detroit Metropolitan Wayne County Airport,Detroit,US,42.21377,-83.353786
CYYZ,YYZ,Toronto Pearson International Airport,Toronto,CA,43.675935,-79.629421
KMSP,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,US,44.880081,-93.221741
LEBL,BCN,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846
EDDM,MUC,Munich Airport,Munich,DE,48.353802,11.7861
LIRF,FCO,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,IT,41.804532,12.251998
LEMD,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,ES,40.493407,-3.572249
KSLC,SLC,Salt Lake City International Airport,Salt Lake City,US,40.78886,-111.979866
KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,26.072599,-80.152702
KSAN,SAN,San Diego International Airport,San Diego,US,32.733601,-117.190002
KMDW,MDW,Chicago Midway International Airport,Chicago,US,41.785999,-87.752403
KBWI,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US,39.1754,-76.668297
EIDW,DUB,Dublin Airport,Dublin,IE,53.428713,-6.262121
EKCH,CPH,Copenhagen Kastrup Airport,Copenhagen,DK,55.617900848389,12.656000137329
LSZH,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056
EBBR,BRU,Brussels Airport,Zaventem,BE,50.901402,4.48444
OMDB,DXB,Dubai International Airport,Dubai,AE,25.24979,55.370992
LOWW,VIE,Vienna International Airport,Vienna,AT,48.110298,16.5697
EGSS,STN,London Stansted Airport,"London, Essex",GB,51.884998,0.235
KSTL,STL,St. Louis Lambert International Airport,St Louis,US,38.748697,-90.370003
CYVR,YVR,Vancouver International Airport,Vancouver,CA,49.193901,-123.183998
WSSS,SIN,Singapore Changi Airport,Singapore,SG,1.35019,103.994003
PHNL,HNL,Daniel K. Inouye International Airport,"Honolulu, Oahu",US,21.318387,-157.92567
RJAA,NRT,Narita International Airport,Narita,JP,35.76858,140.388714
KPDX,PDX,Portland International Airport,Portland,US,45.588699,-122.598
KMSY,MSY,Louis Armstrong New Orleans International Airport,New Orleans,US,29.993401,-90.264673
LPPT,LIS,Lisbon Humberto Delgado Airport,Lisbon,PT,38.7813,-9.13592
CYUL,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,CA,45.467837,-73.742294
KBNA,BNA,Nashville International Airport,Nashville,US,36.1245,-86.6782
KTPA,TPA,Tampa International Airport,Tampa,US,27.9755,-82.533203
ESSA,ARN,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829
VHHH,HKG,Hong Kong International Airport,Hong Kong,HK,22.31184,113.914862
LKPR,PRG,Václav Havel Airport Prague,Prague,CZ,50.100874,14.259911
KCVG,CVG,Cincinnati Northern Kentucky International Airport,Cincinnati / Covington,US,39.048801,-84.667801
YSSY,SYD,Sydney Kingsford Smith International Airport,Sydney (Mascot),AU,-33.946098,151.177002
VTBS,BKK,Suvarnabhumi Airport,Bangkok,TH,13.6811,100.747002
LIMC,MXP,Milan Malpensa International Airport,Ferno (VA),IT,45.6306,8.72811
MMUN,CUN,Cancún International Airport,Cancún,MX,21.040817,-86.87347
KAUS,AUS,Austin Bergstrom International Airport,Austin,US,30.197535,-97.662015
KRDU,RDU,Raleigh-Durham International Airport,Raleigh/Durham,US,35.878659,-78.7873
LHBP,BUD,Budapest Liszt Ferenc International Airport,Budapest,HU,47.43018,19.262393
LGAV,ATH,Athens Eleftherios Venizelos International Airport,Spata-Artemida,GR,37.936401,23.9445
KPIT,PIT,Pittsburgh International Airport,Pittsburgh,US,40.491501,-80.232903
BIKF,KEF,Keflavik International Airport,Reykjavík,IS,63.985001,-22.6056
ENGM,OSL,Oslo-Gardermoen International Airport,Oslo (Gardermoen),NO,60.193901,11.1004
EGCC,MAN,Manchester Airport,"Manchester, Greater Manchester",GB,53.349375,-2.279521
LTBA,ISL,İstanbul Atatürk Airport,Istanbul(Bakırköy),TR,40.971913,28.823714
KSJC,SJC,Norman Y. Mineta San Jose International Airport,San Jose,US,37.362452,-121.929188
EFHK,HEL,Helsinki Vantaa Airport,Helsinki (Vantaa),FI,60.318363,24.963341
KSAT,SAT,San Antonio International Airport,San Antonio,US,29.533701,-98.469803
KSNA,SNA,John Wayne Orange County International Airport,Santa Ana,US,33.675063,-117.869281
KOAK,OAK,San Francisco Bay Oakland International Airport,Oakland,US,37.720085,-122.221184
EGPH,EDI,Edinburgh Airport,Edinburgh,GB,55.950145,-3.372288
KMCI,MCI,Kansas City International Airport,Kansas City,US,39.301699,-94.713893
LSGG,GVA,Geneva Cointrin International Airport,Geneva,CH,46.238098,6.10895
ZBAA,PEK,Beijing Capital International Airport,Beijing,CN,40.077349,116.596702
KMEM,MEM,Memphis International Airport,Memphis,US,35.043845,-89.97634
LFPO,ORY,Paris-Orly Airport,"Paris (Orly, Val-de-Marne)",FR,48.72333,2.37944
WMKK,KUL,Kuala Lumpur International Airport,Sepang,MY,2.74558,101.709999
KCLE,CLE,Cleveland Hopkins International Airport,Cleveland,US,41.411701,-81.8498
KDAL,DAL,Dallas Love Field,Dallas,US,32.844776,-96.847653
KHOU,HOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812
KIND,IND,Indianapolis International Airport,Indianapolis,US,39.7173,-86.294403
EDDL,DUS,Düsseldorf Airport,Düsseldorf,DE,51.289501,6.76678
CYYC,YYC,Calgary International Airport,Calgary,CA,51.118822,-114.009933
EGGW,LTN,London Luton Airport,"Luton, Luton",GB,51.874699,-0.368333
EPWA,WAW,Warsaw Chopin Airport,Warsaw,PL,52.165699,20.9671
LIPZ,VCE,Venice Marco Polo Airport,Venezia (VE),IT,45.505299,12.3519
MMMX,MEX,Mexico City Benito Juárez International Airport,Mexico City,MX,19.435822,-99.07033
LEPA,PMI,Palma de Mallorca Airport,Palma de Mallorca,ES,39.551701,2.73881
RKSI,ICN,Incheon International Airport,Seoul,KR,37.469101,126.450996
LEMG,AGP,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911
KCMH,CMH,John Glenn Columbus International Airport,Columbus,US,39.998001,-82.891899
LFMN,NCE,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",FR,43.658401,7.21587
VIDP,DEL,Indira Gandhi International Airport,New Delhi,IN,28.55563,77.09519
KABQ,ABQ,Albuquerque International Sunport,Albuquerque,US,35.039976,-106.608925
ZSPD,PVG,Shanghai Pudong International Airport,Shanghai (Pudong),CN,31.1434,121.805
YMML,MEL,Melbourne Airport,Melbourne,AU,-37.670732,144.837898
KMKE,MKE,General Mitchell International Airport,Milwaukee,US,42.947201,-87.896599
TJSJ,SJU,Luis Munoz Marin International Airport,San Juan,PR,18.4394,-66.001801
KJAX,JAX,Jacksonville International Airport,Jacksonville,US,30.492469,-81.687813
RJTT,HND,Tokyo Haneda International Airport,Tokyo,JP,35.549678,139.786958
FAOR,JNB,O.R. Tambo International Airport,Johannesburg,ZA,-26.140081,28.246801
EDDH,HAM,Hamburg Helmut Schmidt Airport,Hamburg,DE,53.630402,9.98823
EGPF,GLA,Glasgow Airport,Glasgow,GB,55.871899,-4.43306
SBGR,GRU,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,São Paulo,BR,-23.431274,-46.469954
KTUS,TUS,Tucson International Airport,Tucson,US,32.115004,-110.938053
LLBG,TLV,Ben Gurion International Airport,Tel Aviv,IL,32.011398,34.8867
KBUF,BUF,Buffalo Niagara International Airport,Buffalo,US,42.940498,-78.732201
KBDL,BDL,Bradley International Airport,Hartford,US,41.938555,-72.688016
VTBD,DMK,Don Mueang International Airport,Bangkok,TH,13.9126,100.607002
EDDK,CGN,Cologne Bonn Airport,Köln (Cologne),DE,50.865898,7.14274
PANC,ANC,Ted Stevens Anchorage International Airport,Anchorage,US,61.179004,-149.992561
UUEE,SVO,Sheremetyevo International Airport,Moscow,RU,55.976858,37.41121
NZAA,AKL,Auckland International Airport,Auckland,NZ,-37.01199,174.786331
OTHH,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056
RCTP,TPE,Taiwan Taoyuan International Airport,Taoyuan,TW,25.0777,121.233002
SAEZ,EZE,Ezeiza International Airport - Ministro Pistarini,Buenos Aires (Ezeiza),AR,-34.8222,-58.5358
CYOW,YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,CA,45.322498,-75.669197
HECA,CAI,Cairo International Airport,Cairo,EG,30.111534,31.396694
OMAA,AUH,Zayed International Airport,Abu Dhabi,AE,24.440966,54.649237
KOKC,OKC,OKC Will Rogers World Airport,Oklahoma City,US,35.393388,-97.598248
KSMF,SMF,Sacramento International Airport,Sacramento,US,38.6954,-121.591003
LIML,LIN,Milano Linate Airport,Segrate (MI),IT,45.445099,9.27674
VABB,BOM,Chhatrapati Shivaji Maharaj International Airport,Mumbai,IN,19.088699,72.867897
LMML,MLA,Malta International Airport,Valletta,MT,35.845932,14.491546
PHOG,OGG,Kahului International Airport,Kahului,US,20.896263,-156.431837
SPJC,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305
YBBN,BNE,Brisbane International Airport,Brisbane,AU,-27.38419914245605,153.11700439453125
EGBB,BHX,Birmingham Airport,"Birmingham, West Midlands",GB,52.453899,-1.74803
WADD,DPS,Denpasar I Gusti Ngurah Rai International Airport,"Kuta, Badung",ID,-8.748409,115.167123
KBUR,BUR,Hollywood Burbank Airport,Burbank,US,34.202834,-118.35805
KCHS,CHS,Charleston International Airport,Charleston,US,32.896159,-80.038151
RPLL,MNL,Ninoy Aquino International Airport,Manila (Pasay),PH,14.5086,121.019997
KOMA,OMA,Eppley Airfield,Omaha,US,41.3032,-95.894096
KPBI,PBI,Palm Beach International Airport,West Palm Beach,US,26.683201,-80.095596
KPVD,PVD,Rhode Island T. F. Green International Airport,Providence/Warwick,US,41.725038,-71.425668
SBGL,GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,BR,-22.809999,-43.250557
KSDF,SDF,Louisville Muhammad Ali International Airport,Louisville,US,38.1706,-85.735076
KRNO,RNO,Reno Tahoe International Airport,Reno,US,39.4991,-119.767998
EGLC,LCY,London City Airport,London,GB,51.505299,0.055278
GCLP,LPA,Gran Canaria Airport,Gran Canaria Island,ES,27.9319,-15.3866
LPPR,OPO,Francisco de Sá Carneiro Airport,Porto,PT,41.2481002808,-8.68138980865
SCEL,SCL,Comodoro Arturo Merino Benítez International Airport,Santiago,CL,-33.393001556396484,-70.78579711914062
CYTZ,YTZ,Billy Bishop Toronto City Airport,Toronto,CA,43.627852,-79.39553
FACT,CPT,Cape Town International Airport,Cape Town,ZA,-33.97403,18.604333
LIME,BGY,Il Caravaggio International Airport,Orio al Serio (BG),IT,45.669362,9.708851
KELP,ELP,El Paso International Airport,El Paso,US,31.809908,-106.375607
KORF,ORF,Norfolk International Airport,Norfolk,US,36.895341,-76.201
EVRA,RIX,Riga International Airport,Riga,LV,56.920752,23.970711
EDDS,STR,Stuttgart Airport,Stuttgart,DE,48.689899,9.22196
CYEG,YEG,Edmonton International Airport,Edmonton,CA,53.3097,-113.580002
KSAV,SAV,Savannah Hilton Head International Airport,Savannah,US,32.126591,-81.19998
KLGB,LGB,Long Beach International Airport,Long Beach,US,33.816523,-118.149891
KRIC,RIC,Richmond International Airport,Richmond,US,37.505199,-77.319702
LROP,OTP,Bucharest Henri Coandă International Airport,Otopeni,RO,44.571792,26.103285
ENBR,BGO,"Bergen Airport, Flesland",Bergen,NO,60.2934,5.21814
EPKK,KRK,Kraków John Paul II International Airport,Balice,PL,50.077702,19.7848
MPTO,PTY,Tocumen International Airport,Tocumen,PA,9.07136,-79.383499
CYHZ,YHZ,Halifax / Stanfield International Airport,Halifax,CA,44.8807983398,-63.5085983276
CYWG,YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,CA,49.9099998474,-97.2398986816
KRSW,RSW,Southwest Florida International Airport,Fort Myers,US,26.534685,-81.752816
KBHM,BHM,Birmingham-Shuttlesworth International Airport,Birmingham,US,33.562877,-86.750712
LGIR,HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,GR,35.339699,25.1803
VTSP,HKT,Phuket International Airport,Phuket,TH,8.113257,98.3174
PHKO,KOA,Ellison Onizuka Kona International Airport at Keāhole,Kailua-Kona,US,19.738783,-156.045603
KONT,ONT,Ontario International Airport,Ontario,US,34.056,-117.600998
KALB,ALB,Albany International Airport,Albany,US,42.748299,-73.801697
MROC,SJO,Juan Santamaría International Airport,San José (Alajuela),CR,9.99386,-84.208801
RJBB,KIX,Kansai International Airport,Osaka,JP,34.427299,135.244003
GCTS,TFS,Tenerife Sur Airport,Tenerife,ES,28.0445,-16.5725
VVTS,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,VN,10.8188,106.652
LTFM,IST,İstanbul Airport,Istanbul,TR,41.274874,28.732136
LIRA,CIA,Ciampino–G. B. Pastine International Airport,Rome,IT,41.798769,12.595331
KBOI,BOI,Boise Air Terminal/Gowen Field,Boise,US,43.5644,-116.223
KHPN,HPN,Westchester County Airport,White Plains,US,41.06700134277344,-73.70760345458984
LEAL,ALC,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156
HKJK,NBO,Jomo Kenyatta International Airport,Nairobi,KE,-1.318886,36.928233
LPFR,FAO,Faro - Gago Coutinho International Airport,Faro,PT,37.015909,-7.970939
LTAI,AYT,Antalya International Airport,Antalya,TR,36.898701,30.800501
WIII,CGK,Soekarno-Hatta International Airport,Jakarta,ID,-6.12557,106.655998
EBCI,CRL,Brussels South Charleroi Airport,Charleroi,BE,50.461963,4.459562
KSYR,SYR,Syracuse Hancock International Airport,Syracuse,US,43.11119842529297,-76.1063003540039
LIPE,BLQ,Bologna Guglielmo Marconi Airport,Bologna,IT,44.5354,11.2887
LCLK,LCA,Larnaca International Airport,Larnaca,CY,34.875099,33.624901
LDDU,DBV,Dubrovnik Ruđer Bošković Airport,Dubrovnik,HR,42.562247,18.265543
LYBE,BEG,Belgrade Nikola Tesla Airport,Belgrade,RS,44.818401,20.309099
KGRR,GRR,Gerald R. Ford International Airport,Grand Rapids,US,42.880798,-85.522797
GMMX,RAK,Marrakesh Menara Airport,Marrakesh,MA,31.604807,-8.035788
KROC,ROC,Frederick Douglass Greater Rochester International Airport,Rochester,US,43.1189,-77.672401
KDSM,DSM,Des Moines International Airport,Des Moines,US,41.534027,-93.656719
LFSB,BSL,EuroAirport Basel–Mulhouse–Freiburg,Bâle / Mulhouse,FR,47.60068,7.521117
MDPC,PUJ,Punta Cana International Airport,Punta Cana,DO,18.567093,-68.364558
KTUL,TUL,Tulsa International Airport,Tulsa,US,36.197084,-95.886225
KPWM,PWM,Portland International Jetport,Portland,US,43.646198,-70.309303
LFML,MRS,Marseille Provence Airport,"Marignane, Bouches-du-Rhône",FR,43.438088,5.2125
KICT,ICT,Wichita Dwight D. Eisenhower National Airport,Wichita,US,37.650314,-97.428583
KGEG,GEG,Spokane International Airport,Spokane,US,47.6199,-117.533997
KDAY,DAY,James M. Cox Dayton International Airport,Dayton,US,39.902401,-84.219398
KLIT,LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,US,34.729222,-92.223591
KMSN,MSN,Dane County Regional Truax Field,Madison,US,43.1399,-89.337502
LDZA,ZAG,Zagreb Franjo Tuđman International Airport,Velika Gorica,HR,45.742901,16.0688
MYNN,NAS,Lynden Pindling International Airport,Nassau,BS,25.039,-77.466202
KCOS,COS,City of Colorado Springs Municipal Airport,Colorado Springs,US,38.805801,-104.700996
SKBO,BOG,El Dorado International Airport,Bogota,CO,4.70159,-74.1469
LIRN,NAP,Naples International Airport,Napoli,IT,40.886002,14.2908
KOSH,OSH,Wittman Regional Airport,Oshkosh,US,43.98440170288086,-88.55699920654297
LTFJ,SAW,Istanbul Sabiha Gökçen International Airport,"Pendik, Istanbul",TR,40.898602,29.3092
CYQB,YQB,Quebec Jean Lesage International Airport,Quebec,CA,46.7911,-71.393303
LFBO,TLS,Toulouse-Blagnac Airport,Toulouse/Blagnac,FR,43.629101,1.36382
KBTV,BTV,Patrick Leahy Burlington International Airport,Burlington,US,44.471901,-73.153297
KMHT,MHT,Manchester-Boston Regional Airport,Manchester,US,42.932598,-71.435699
ESGG,GOT,Göteborg Landvetter Airport,Göteborg,SE,57.6628,12.2798
NZCH,CHC,Christchurch International Airport,Christchurch,NZ,-43.489029,172.532065
VVNB,HAN,Noi Bai International Airport,Hanoi (Soc Son),VN,21.221201,105.806999
KPSP,PSP,Palm Springs International Airport,Palm Springs,US,33.8297,-116.507004
YPPH,PER,Perth International Airport,Perth,AU,-31.94029998779297,115.96700286865234
LEVC,VLC,Valencia Airport,Valencia,ES,39.489162,-0.480961
KTYS,TYS,McGhee Tyson Airport,Knoxville/Maryville,US,35.811001,-83.994003
UUDD,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063
LIRP,PSA,Pisa International Airport,Pisa (PI),IT,43.683899,10.3927
EETN,TLL,Lennart Meri Tallinn Airport,Tallinn,EE,59.413246,24.83264
EDDB,BER,Berlin Brandenburg Airport,Berlin,DE,52.361738,13.502341
EINN,SNN,Shannon Airport,Shannon,IE,52.702,-8.92482
PHLI,LIH,Lihue Airport,"Lihue, Kauai",US,21.974393,-159.337146
YBCS,CNS,Cairns International Airport,Cairns,AU,-16.878921,145.74948
KEYW,EYW,Key West International Airport,Key West,US,24.556119,-81.759579
ELLX,LUX,Luxembourg-Findel International Airport,Luxembourg,LU,49.626845,6.212134
MMPR,PVR,Puerto Vallarta International Airport,Puerto Vallarta,MX,20.679913,-105.254391
MUHA,HAV,José Martí International Airport,Havana,CU,22.989200592041016,-82.40910339355469
EGGD,BRS,Bristol Airport,Bristol,GB,51.382326,-2.716453
EHEH,EIN,Eindhoven Airport,Eindhoven,NL,51.4500999451,5.37452983856
LBSF,SOF,Sofia Airport,Sofia,BG,42.696357,23.417671
LFLL,LYS,Lyon Saint-Exupéry Airport,"Colombier-Saugnieu, Rhône",FR,45.725996,5.090139
KGSO,GSO,Piedmont Triad International Airport,Greensboro,US,36.09937,-79.937262
LEZL,SVQ,Seville Airport,Seville,ES,37.417999,-5.89311
KGSP,GSP,Greenville-Spartanburg International Airport,Greenville/Greer/Spartanburg,US,34.895699,-82.218903
CYYJ,YYJ,Victoria International Airport,Victoria,CA,48.647201,-123.427792
KSBA,SBA,Santa Barbara Municipal Airport,Santa Barbara,US,34.426201,-119.839996
ULLI,LED,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501
KSRQ,SRQ,Sarasota Bradenton International Airport,Sarasota/Bradenton,US,27.394631,-82.554359
KPNS,PNS,Pensacola International Airport,Pensacola,US,30.472718,-87.186639
KLEX,LEX,Blue Grass Airport,Lexington,US,38.035066,-84.606738
KTLH,TLH,Tallahassee International Airport,Tallahassee,US,30.401209,-84.35433
GMMN,CMN,Mohammed V International Airport,Casablanca,MA,33.3675,-7.58997
EGGP,LPL,Liverpool John Lennon Airport,Liverpool,GB,53.334863,-2.849637
MKJS,MBJ,Sangster International Airport,Montego Bay,JM,18.50342,-77.91323
LDSP,SPU,Split Saint Jerome Airport,Split,HR,43.538898,16.298
EDDN,NUE,Nuremberg Airport,Nuremberg,DE,49.498699,11.078056
SPZO,CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,-13.535699844400002,-71.9387969971
EGAA,BFS,Belfast International Airport,Belfast,GB,54.6575012207,-6.21582984924
LOWS,SZG,Salzburg Airport,Salzburg,AT,47.793301,13.0043
VCBI,CMB,Bandaranaike International Colombo Airport,Colombo,LK,7.180759906768799,79.88410186767578
ZGGG,CAN,Guangzhou Baiyun International Airport,Guangzhou (Huadu),CN,23.392401,113.299004
KRAP,RAP,Rapid City Regional Airport,Rapid City,US,44.0452995300293,-103.05699920654295
OJAI,AMM,Queen Alia International Airport,Amman,JO,31.7226009369,35.9931983948
LJLJ,LJU,Ljubljana Jože Pučnik Airport,Zgornji Brnik,SI,46.223701,14.4576
EDFH,HHN,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),DE,49.946353,7.261734
KBFI,BFI,King County International Airport - Boeing Field,Seattle,US,47.527042,-122.29995
KTEB,TEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799
VTCC,CNX,Chiang Mai International Airport,Chiang Mai,TH,18.7667999268,98.962600708
LEIB,IBZ,Ibiza Airport,Ibiza (Eivissa),ES,38.872898,1.37312
KAVL,AVL,Asheville Regional Airport,Asheville,US,35.435488,-82.541853
CYXU,YXU,London International Airport,London,CA,43.032845,-81.149003
ZSSS,SHA,Shanghai Hongqiao International Airport,Shanghai (Minhang),CN,31.198104,121.33426
LGTS,SKG,Thessaloniki Macedonia International Airport,Thessaloniki,GR,40.51928,22.970009
EYVI,VNO,Vilnius International Airport,Vilnius,LT,54.634102,25.285801
VOMM,MAA,Chennai International Airport,Chennai,IN,12.990005,80.169296
KMRY,MRY,Monterey Regional Airport,Monterey,US,36.586777,-121.844183
OOMS,MCT,Muscat International Airport,Muscat/Seeb,OM,23.600218,58.285268
LEGE,GRO,Girona-Costa Brava Airport,Girona,ES,41.904639,2.761774
EGNT,NCL,Newcastle International Airport,"Newcastle upon Tyne, Tyne and Wear",GB,55.037958,-1.689577
KPIE,PIE,St. Petersburg Clearwater International Airport,Pinellas Park,US,27.9102,-82.687401
UKBB,KBP,Boryspil International Airport,Boryspil,UA,50.345001,30.894699
DTTA,TUN,Tunis Carthage International Airport,Tunis,TN,36.851002,10.2272
SABE,AEP,Aeroparque Jorge Newbery,Buenos Aires,AR,-34.559419,-58.415536
EGNX,EMA,East Midlands Airport,"Nottingham, Leicestershire",GB,52.8311,-1.32806
CYHM,YHM,John C. Munro Hamilton International Airport,Hamilton,CA,43.17348,-79.931185
KDAB,DAB,Daytona Beach International Airport,Daytona Beach,US,29.18255,-81.059464
KMDT,MDT,Harrisburg International Airport,Harrisburg,US,40.192838,-76.762333
LICC,CTA,Catania-Fontanarossa Airport,Catania,IT,37.466801,15.0664
KBGR,BGR,Bangor International Airport,Bangor,US,44.806364,-68.826668
KCAE,CAE,Columbia Metropolitan Airport,Columbia,US,33.938172,-81.123022
KSFB,SFB,Orlando Sanford International Airport,Orlando,US,28.774277,-81.234626
ENVA,TRD,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924
MMSD,SJD,Los Cabos International Airport,San José del Cabo,MX,23.151919,-109.720731
KCAK,CAK,Akron Canton Regional Airport,Akron,US,40.91609954833984,-81.44219970703125
VOBL,BLR,Kempegowda International Airport Bengaluru,Bengaluru,IN,13.1979,77.706299
GCRR,ACE,César Manrique-Lanzarote Airport,San Bartolomé,ES,28.945499,-13.6052
ENZV,SVG,"Stavanger Airport, Sola",Stavanger,NO,58.876701,5.63778
LFBD,BOD,Bordeaux–Mérignac Airport,Bordeaux,FR,44.82865,-0.715356
LIRQ,FLR,"Florence Airport, Peretola",Firenze (FI),IT,43.808558,11.202822
KJAC,JAC,Jackson Hole Airport,Jackson,US,43.6073,-110.737999
LFOB,BVA,Beauvais-Tillé airport,Beauvais,FR,49.454399,2.11278
TNCM,SXM,Princess Juliana International Airport,Sint Maarten,SX,18.041,-63.108898
KHSV,HSV,Huntsville International Airport,Huntsville,US,34.636244,-86.774378
KLBB,LBB,Lubbock Preston Smith International Airport,Lubbock,US,33.663601,-101.822998
EDDV,HAJ,Hannover Airport,Hannover,DE,52.461102,9.68508
KFAT,FAT,Fresno Yosemite International Airport,Fresno,US,36.775767,-119.718018
EGNM,LBA,Leeds Bradford Airport,"Leeds, West Yorkshire",GB,53.865898,-1.66057
KCHO,CHO,Charlottesville Albemarle Airport,Charlottesville,US,38.13859939575195,-78.4529037475586
EKBI,BLL,Billund Airport,Billund,DK,55.740335,9.157019
YPAD,ADL,Adelaide International Airport,Adelaide,AU,-34.947512,138.533393
LGKR,CFU,Corfu Ioannis Kapodistrias International Airport,Kerkyra (Corfu),GR,39.60145,19.912179
EGPK,PIK,Glasgow Prestwick Airport,"Prestwick, South Ayrshire",GB,55.501499,-4.577182
KCHA,CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,US,35.035301,-85.203796
KVGT,VGT,North Las Vegas Airport,Las Vegas,US,36.209074,-115.193982
EPGD,GDN,Gdańsk Lech Wałęsa Airport,Gdańsk,PL,54.377602,18.4662
KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,US,33.679699,-78.928299
LGRP,RHO,"Rhodes International Airport ""Diagoras""",Rhodes,GR,36.405399,28.086201
HEGN,HRG,Hurghada International Airport,Hurghada,EG,27.176776,33.796692
ENTO,TRF,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,59.186699,10.2586
PHTO,ITO,Hilo International Airport,Hilo,US,19.72135,-155.045428
CYQR,YQR,Regina International Airport,Regina,CA,50.431938,-104.660906
KFXE,FXE,Fort Lauderdale Executive Airport,Fort Lauderdale,US,26.1972999573,-80.1707000732
SBSP,CGH,Congonhas–Deputado Freitas Nobre Airport,São Paulo,BR,-23.627657,-46.654601
LICJ,PMO,Falcone–Borsellino Airport,Palermo,IT,38.175999,13.091
CYLW,YLW,Kelowna International Airport,Kelowna,CA,49.9561,-119.377998
OBBI,BAH,Bahrain International Airport,Manama,BH,26.267295,50.63764
KVNY,VNY,Van Nuys Airport,Van Nuys,US,34.209801,-118.489998
RKSS,GMP,Gimpo International Airport,Seoul,KR,37.5583,126.791
LZIB,BTS,M. R. Štefánik Airport,Bratislava,SK,48.1702,17.2127
HAAB,ADD,Addis Ababa Bole International Airport,Addis Ababa,ET,8.97789,38.799301
TNCA,AUA,Queen Beatrix International Airport,Oranjestad,AW,12.501056,-70.014281
